Sample	Name	Strain	Treatment	Block	Compound	Compound_name	M	Type	Std_conc	RT	Area	ng.mL_QuanLynx	ng.mL_adj	uMol
66	20191210_LT_LME1_DIMBOA	LME1	DIMBOA	3	7	DIMBOA	211	Analyte	NA	2.07	2.392	12.1	1.394508072	0.006609043
1	20191211_LT_LMI1_MBOA	LMI1	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
2	20191211_LT_LMX3_MBOA	LMX3	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
3	20191211_LT_LMX3_Ctrl	LMX3	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
4	20191211_LT_LMX3_DG	LMX3	DG	4	7	DIMBOA	211	Analyte	NA	2.04	12.03	7.7	7.830252448	0.037110201
5	20191211_LT_LMX3_DIMBOA	LMX3	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
6	20191211_LT_LML1_MBOA	LML1	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
7	20191211_LT_LML1_Ctrl	LML1	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
8	20191211_LT_LML1_DG	LML1	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
9	20191211_LT_LML1_DIMBOA	LML1	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
10	20191211_LT_LBA71_MBOA	LBA71	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
11	20191211_LT_LBA71_Ctrl	LBA71	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
12	20191211_LT_LBA71_DG	LBA71	DG	4	7	DIMBOA	211	Analyte	NA	2.03	5.555	3.6	3.615715075	0.01713609
13	20191211_LT_LBA71_DIMBOA	LBA71	DIMBOA	4	7	DIMBOA	211	Analyte	NA	2.03	18.439	11.8	12.00183083	0.056880715
14	20191211_LT_LMH1_MBOA	LMH1	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
15	20191211_LT_LMH1_Ctrl	LMH1	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
16	20191211_LT_LMH1_DG	LMH1	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
17	20191211_LT_LMH1_DIMBOA	LMH1	DIMBOA	4	7	DIMBOA	211	Analyte	NA	2.04	8.639	5.5	5.623071563	0.026649628
18	20191211_LT_LMX8_MBOA	LMX8	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
19	20191211_LT_LMX8_Ctrl	LMX8	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
20	20191211_LT_LMX8_DG	LMX8	DG	4	7	DIMBOA	211	Analyte	NA	2.04	13.522	8.7	8.801386002	0.04171273
21	20191211_LT_LMX8_DIMBOA	LMX8	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
22	20191211_LT_LST11_DIMBOA	LST11	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
23	20191211_LT_LST11_DG	LST11	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
24	20191211_LT_LST11_MBOA	LST11	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
25	20191211_LT_LST11_Ctrl	LST11	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
26	20191211_LT_LMD1_DIMBOA	LMD1	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
27	20191211_LT_LMD1_DG	LMD1	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
28	20191211_LT_LMD1_MBOA	LMD1	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
29	20191211_LT_LMD1_Ctrl	LMD1	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
30	20191211_LT_LME3_DIMBOA	LME3	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
31	20191211_LT_LME3_DG	LME3	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
32	20191211_LT_LME3_MBOA	LME3	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
33	20191211_LT_LME3_Ctrl	LME3	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
34	20191211_LT_LMA1_DIMBOA	LMA1	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
35	20191211_LT_LMA1_DG	LMA1	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
36	20191211_LT_LMA1_MBOA	LMA1	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
37	20191211_LT_LMA1_Ctrl	LMA1	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
38	20191211_LT_LAR21_DIMBOA	LAR21	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
39	20191211_LT_LAR21_DG	LAR21	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
40	20191211_LT_LAR21_MBOA	LAR21	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
41	20191211_LT_LAR21_Ctrl	LAR21	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
42	20191211_LT_LMK1_DIMBOA	LMK1	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
43	20191211_LT_LMK1_MBOA	LMK1	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
44	20191211_LT_LMK1_Ctrl	LMK1	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
45	20191211_LT_LMK1_DG	LMK1	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
46	20191211_LT_LMB2_DIMBOA	LMB2	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
47	20191211_LT_LMB2_MBOA	LMB2	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
48	20191211_LT_LMB2_Ctrl	LMB2	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
49	20191211_LT_LMB2_DG	LMB2	DG	4	7	DIMBOA	211	Analyte	NA	2.05	10.998	7	7.158530044	0.033926683
50	20191211_LT_LRH11_DIMBOA	LRH11	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
51	20191211_LT_LRH11_MBOA	LRH11	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
52	20191211_LT_LRH11_Ctrl	LRH11	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
53	20191211_LT_LRH11_DG	LRH11	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
54	20191211_LT_LPD11_DIMBOA	LPD11	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
55	20191211_LT_LPD11_MBOA	LPD11	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
56	20191211_LT_LPD11_Ctrl	LPD11	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
57	20191211_LT_LPD11_DG	LPD11	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
58	20191211_LT_LME2_DIMBOA	LME2	DIMBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
59	20191211_LT_LME2_MBOA	LME2	MBOA	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
60	20191211_LT_LME2_Ctrl	LME2	Ctrl	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
61	20191211_LT_LME2_DG	LME2	DG	4	7	DIMBOA	211	Analyte	NA	NA	NA	NA	NA	NA
60	20191209_LT_Stds13x_05ng	Standard	NA	1	7	DIMBOA	211	Standard	5	2.04	11.745	5.6	5.764240829	0.027318677
61	20191209_LT_Stds13x_10ng	Standard	NA	1	7	DIMBOA	211	Standard	10	2.04	20.281	9.8	9.953560516	0.047173273
62	20191209_LT_Stds13x_50ng	Standard	NA	1	7	DIMBOA	211	Standard	50	2.04	88.377	43.1	43.37388776	0.205563449
63	20191209_LT_Stds13x_100ng	Standard	NA	1	7	DIMBOA	211	Standard	100	2.04	206.046	100.6	101.1237774	0.479259609
64	20191209_LT_Stds13x_200ng	Standard	NA	1	7	DIMBOA	211	Standard	200	2.03	419.74	205	206.0010597	0.97630834
65	20191209_LT_Stds13x_400ng	Standard	NA	1	7	DIMBOA	211	Standard	400	2.04	820.624	400.9	402.7479239	1.908757933
62	20191210_LT_Stds13x_05ng	Standard	NA	2	7	DIMBOA	211	Standard	5	NA	NA	NA	NA	NA
63	20191210_LT_Stds13x_10ng	Standard	NA	2	7	DIMBOA	211	Standard	10	2.05	3.41	10	1.815350131	0.008603555
64	20191210_LT_Stds13x_50ng	Standard	NA	2	7	DIMBOA	211	Standard	50	2.04	78.286	47.7	41.67639307	0.197518451
65	20191210_LT_Stds13x_100ng	Standard	NA	2	7	DIMBOA	211	Standard	100	2.04	185.418	101.7	98.70926412	0.467816418
66	20191210_LT_Stds13x_200ng	Standard	NA	2	7	DIMBOA	211	Standard	200	2.04	404.688	212.3	215.4400041	1.021042673
67	20191210_LT_Stds13x_400ng	Standard	NA	2	7	DIMBOA	211	Standard	400	2.04	753.639	388.3	401.2078175	1.901458851
67	20191210_LT_Stds13x_05ng_02	Standard	NA	3	7	DIMBOA	211	Standard	5	NA	NA	NA	NA	NA
68	20191210_LT_Stds13x_10ng_02	Standard	NA	3	7	DIMBOA	211	Standard	10	NA	NA	NA	NA	NA
69	20191210_LT_Stds13x_50ng_02	Standard	NA	3	7	DIMBOA	211	Standard	50	2.04	77.275	51.8	45.05042278	0.213509113
70	20191210_LT_Stds13x_100ng_02	Standard	NA	3	7	DIMBOA	211	Standard	100	2.04	159.207	95.2	92.81582219	0.439885413
71	20191210_LT_Stds13x_200ng_02	Standard	NA	3	7	DIMBOA	211	Standard	200	2.04	360.557	201.9	210.2005213	0.996211002
72	20191210_LT_Stds13x_400ng_02	Standard	NA	3	7	DIMBOA	211	Standard	400	2.04	736.631	401.1	429.4472725	2.03529513
62	20191211_LT_Stds13x_05ng_01	Standard	NA	4	7	DIMBOA	211	Standard	5	2.04	8.535	5.5	5.555378607	0.026328809
63	20191211_LT_Stds13x_10ng_01	Standard	NA	4	7	DIMBOA	211	Standard	10	2.04	16.801	10.8	10.93566678	0.051827805
64	20191211_LT_Stds13x_50ng_01	Standard	NA	4	7	DIMBOA	211	Standard	50	2.04	67.969	43.4	44.24060089	0.209671094
65	20191211_LT_Stds13x_100ng_01	Standard	NA	4	7	DIMBOA	211	Standard	100	2.03	136.9	87.4	89.10736161	0.422309771
66	20191211_LT_Stds13x_200ng_01	Standard	NA	4	7	DIMBOA	211	Standard	200	2.04	339.419	216.7	220.9257237	1.047041344
67	20191211_LT_Stds13x_400ng_01	Standard	NA	4	7	DIMBOA	211	Standard	400	2.04	628.232	401.2	408.9123155	1.937973059
1	20191209_LT_LMI1_MBOA	LMI1	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
2	20191209_LT_LMI1_Ctrl	LMI1	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
3	20191209_LT_LMI1_DG	LMI1	DG	1	8	HMBOA	195.1	Analyte	NA	1.9	19.688	5.8	4.812520979	0.024666945
4	20191209_LT_LBA112_MBOA	LBA112	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
5	20191209_LT_LBA112_Ctrl	LBA112	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
6	20191209_LT_LBA112_DG	LBA112	DG	1	8	HMBOA	195.1	Analyte	NA	1.9	3.265	2	0.798094321	0.004090694
7	20191209_LT_LAR12_MBOA	LAR12	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
8	20191209_LT_LAR12_Ctrl	LAR12	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
9	20191209_LT_LAR12_DG	LAR12	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
10	20191209_LT_LRH8-S_MBOA	LRH8-S	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
11	20191209_LT_LRH8-S_Ctrl	LRH8-S	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
12	20191209_LT_LRH8-S_DG	LRH8-S	DG	1	8	HMBOA	195.1	Analyte	NA	1.89	20.874	6	5.102425991	0.026152875
13	20191209_LT_LME1_MBOA	LME1	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
14	20191209_LT_LME1_Ctrl	LME1	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
15	20191209_LT_LME1_DG	LME1	DG	1	8	HMBOA	195.1	Analyte	NA	1.89	43.151	11.1	10.54780032	0.054063559
16	20191209_LT_LST15_DIMBOA	LST15	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.89	14.9	4.7	3.642145601	0.018668096
17	20191209_LT_LST15_DG	LST15	DG	1	8	HMBOA	195.1	Analyte	NA	1.9	16.081	5	3.930828417	0.020147762
18	20191209_LT_LST15_MBOA	LST15	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
19	20191209_LT_LST15_Ctrl	LST15	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
20	20191209_LT_LMX9_DIMBOA	LMX9	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	4.716	2.4	1.152775749	0.00590864
21	20191209_LT_LMX9_DG	LMX9	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
22	20191209_LT_LMX9_MBOA	LMX9	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
23	20191209_LT_LMX9_Ctrl	LMX9	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
24	20191209_LT_LMI14_DIMBOA	LMI14	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	13.925	4.5	3.403817281	0.017446526
25	20191209_LT_LMI14_DG	LMI14	DG	1	8	HMBOA	195.1	Analyte	NA	1.9	8.928	3.3	2.182354089	0.011185823
26	20191209_LT_LMI14_MBOA	LMI14	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
27	20191209_LT_LMI14_Ctrl	LMI14	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
28	20191209_LT_LBA20_DIMBOA	LBA20	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	121.257	29	29.63997645	0.151921971
29	20191209_LT_LBA20_DG	LBA20	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
30	20191209_LT_LBA20_MBOA	LBA20	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
31	20191209_LT_LBA20_Ctrl	LBA20	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
32	20191209_LT_LMQ1_DIMBOA	LMQ1	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	73.148	18	17.88024607	0.091646571
33	20191209_LT_LMQ1_DG	LMQ1	DG	1	8	HMBOA	195.1	Analyte	NA	1.9	30.455	8.2	7.444398944	0.038156837
34	20191209_LT_LMQ1_MBOA	LMQ1	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
35	20191209_LT_LMQ1_Ctrl	LMQ1	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
36	20191209_LT_LMG1_DIMBOA	LMG1	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	118.364	28.3	28.93281355	0.148297353
37	20191209_LT_LMG1_MBOA	LMG1	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
38	20191209_LT_LMG1_Ctrl	LMG1	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
39	20191209_LT_LMG1_DG	LMG1	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
40	20191209_LT_NBC_DIMBOA	NBC	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	141.684	33.7	34.63313807	0.177514803
41	20191209_LT_NBC_MBOA	NBC	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
42	20191209_LT_NBC_Ctrl	NBC	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
43	20191209_LT_NBC_DG	NBC	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
44	20191209_LT_LMF1_DIMBOA	LMF1	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.9	40.313	10.5	9.854081584	0.05050785
45	20191209_LT_LMF1_MBOA	LMF1	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
46	20191209_LT_LMF1_Ctrl	LMF1	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
47	20191209_LT_LMF1_DG	LMF1	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
48	20191209_LT_LRC7-O_DIMBOA	LRC7-O	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.91	7.031	2.9	1.718652733	0.008809086
49	20191209_LT_LRC7-O_MBOA	LRC7-O	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
50	20191209_LT_LRC7-O_Ctrl	LRC7-O	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
51	20191209_LT_LRC7-O_DG	LRC7-O	DG	1	8	HMBOA	195.1	Analyte	NA	1.9	17.958	5.4	4.389640987	0.022499441
52	20191209_LT_LBA21_DIMBOA	LBA21	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.91	107.382	25.8	26.24838113	0.134538089
53	20191209_LT_LBA21_MBOA	LBA21	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
54	20191209_LT_LBA21_Ctrl	LBA21	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
55	20191209_LT_LBA21_DG	LBA21	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
56	20191209_LT_T0_Ctrl	T0	Ctrl	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
57	20191209_LT_T0_MBOA	T0	MBOA	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
58	20191209_LT_T0_DIMBOA	T0	DIMBOA	1	8	HMBOA	195.1	Analyte	NA	1.91	9900.408	2265.3	2420.048822	12.40414568
59	20191209_LT_T0_DG	T0	DG	1	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
1	20191210_LT_LMI1_MBOA	LMI1	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
2	20191210_LT_LRH13_MBOA	LRH13	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
3	20191210_LT_LRH13_Ctrl	LRH13	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
4	20191210_LT_LRH13_DG	LRH13	DG	2	8	HMBOA	195.1	Analyte	NA	1.88	14.232	11.6	3.805552982	0.019505653
5	20191210_LT_LRH13_DIMBOA	LRH13	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.89	7.247	9.9	1.937805119	0.009932369
6	20191210_LT_LST17_MBOA	LST17	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
7	20191210_LT_LST17_Ctrl	LST17	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
8	20191210_LT_LST17_DG	LST17	DG	2	8	HMBOA	195.1	Analyte	NA	1.9	17.637	12.4	4.716029929	0.024172373
9	20191210_LT_LST17_DIMBOA	LST17	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.9	5.548	9.5	1.483502526	0.007603806
10	20191210_LT_LMI13_MBOA	LMI13	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
11	20191210_LT_LMI13_Ctrl	LMI13	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
12	20191210_LT_LMI13_DG	LMI13	DG	2	8	HMBOA	195.1	Analyte	NA	1.89	12.288	11.1	3.285738831	0.016841306
13	20191210_LT_LMI13_DIMBOA	LMI13	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	61.302	22.8	16.39179377	0.084017395
14	20191210_LT_LMO1_MBOA	LMO1	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
15	20191210_LT_LMO1_Ctrl	LMO1	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
16	20191210_LT_LMO1_DG	LMO1	DG	2	8	HMBOA	195.1	Analyte	NA	1.91	13.784	11.5	3.68576042	0.018891647
17	20191210_LT_LMO1_DIMBOA	LMO1	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	26.373	14.5	7.051984879	0.036145489
18	20191210_LT_LMI1x_MBOA	LMI1x	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
19	20191210_LT_LMI1x_Ctrl	LMI1x	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
20	20191210_LT_LMI1x_DG	LMI1x	DG	2	8	HMBOA	195.1	Analyte	NA	1.91	22.85	13.6	6.109955427	0.031317045
21	20191210_LT_LMI1x_DIMBOA	LMI1x	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	28.94	15.1	7.738385561	0.039663688
22	20191210_LT_LRC7-S_DIMBOA	LRC7-S	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.92	7.101	9.9	1.898765579	0.009732268
23	20191210_LT_LRC7-S_DG	LRC7-S	DG	2	8	HMBOA	195.1	Analyte	NA	1.92	12.337	11.1	3.298841142	0.016908463
24	20191210_LT_LRC7-S_MBOA	LRC7-S	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
25	20191210_LT_LRC7-S_Ctrl	LRC7-S	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
26	20191210_LT_LMI15_DIMBOA	LMI15	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	10.361	10.6	2.77047038	0.014200258
27	20191210_LT_LMI15_DG	LMI15	DG	2	8	HMBOA	195.1	Analyte	NA	1.92	10.111	10.6	2.703621852	0.013857621
28	20191210_LT_LMI15_MBOA	LMI15	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
29	20191210_LT_LMI15_Ctrl	LMI15	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
30	20191210_LT_LMX7_DIMBOA	LMX7	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.92	27.299	14.7	7.299591825	0.037414617
31	20191210_LT_LMX7_DG	LMX7	DG	2	8	HMBOA	195.1	Analyte	NA	1.92	31.055	15.6	8.303924105	0.042562399
32	20191210_LT_LMX7_MBOA	LMX7	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
33	20191210_LT_LMX7_Ctrl	LMX7	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
34	20191210_LT_LST16_DIMBOA	LST16	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	8.479	10.2	2.267234664	0.011620885
35	20191210_LT_LST16_DG	LST16	DG	2	8	HMBOA	195.1	Analyte	NA	1.91	13.517	11.4	3.614366193	0.018525711
36	20191210_LT_LST16_MBOA	LST16	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
37	20191210_LT_LST16_Ctrl	LST16	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
38	20191210_LT_LMR1_DIMBOA	LMR1	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	33.15	16.1	8.864114766	0.045433699
39	20191210_LT_LMR1_DG	LMR1	DG	2	8	HMBOA	195.1	Analyte	NA	1.91	18.706	12.6	5.001874233	0.02563749
40	20191210_LT_LMR1_MBOA	LMR1	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
41	20191210_LT_LMR1_Ctrl	LMR1	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
42	20191210_LT_LPB4-O_DIMBOA	LPB4-O	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.92	2.464	8.8	0.658859089	0.003377033
43	20191210_LT_LPB4-O_MBOA	LPB4-O	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
44	20191210_LT_LPB4-O_Ctrl	LPB4-O	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
45	20191210_LT_LPB4-O_DG	LPB4-O	DG	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
46	20191210_LT_LMN1_DIMBOA	LMN1	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.9	7.497	10	2.004653647	0.010275006
47	20191210_LT_LMN1_MBOA	LMN1	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
48	20191210_LT_LMN1_Ctrl	LMN1	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
49	20191210_LT_LMN1_DG	LMN1	DG	2	8	HMBOA	195.1	Analyte	NA	1.91	14.151	11.5	3.783894059	0.019394639
50	20191210_LT_LST14_DIMBOA	LST14	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.92	6.903	9.8	1.845821545	0.0094609
51	20191210_LT_LST14_MBOA	LST14	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
52	20191210_LT_LST14_Ctrl	LST14	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
53	20191210_LT_LST14_DG	LST14	DG	2	8	HMBOA	195.1	Analyte	NA	1.91	18	12.5	4.813093991	0.024669882
54	20191210_LT_LMM1_DIMBOA	LMM1	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.91	103.109	32.8	27.57073935	0.141315937
55	20191210_LT_LMM1_MBOA	LMM1	MBOA	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
56	20191210_LT_LMM1_Ctrl	LMM1	Ctrl	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
57	20191210_LT_LMM1_DG	LMM1	DG	2	8	HMBOA	195.1	Analyte	NA	NA	NA	NA	NA	NA
58	20191210_LT_LBA3_DIMBOA	LBA3	DIMBOA	2	8	HMBOA	195.1	Analyte	NA	1.9	37.887	17.2	10.13076067	0.05192599
